Employee Name,Manager Name,Email,Date of Hire,Store,Shift Start,Shift End,Station,Hourly Pay Rate
"Atkinson, Gary","Ellis, Grant",gary.atkinson@abcfoodmart.com,5/24/2022,ABC Foodmart - Tribeca,6/18/2022 0:00,6/18/2022 0:00,cashier,12.53
"Davis, Jennifer","Cooper, Robert",jennifer.davis@abcfoodmart.com,11/3/2023,ABC Foodmart - Bay Ridge,1/31/2024 0:00,1/31/2024 0:00,dairy,12.43
"Smith, Diana","Hoffman, Tina",diana.smith@abcfoodmart.com,5/31/2023,ABC Foodmart - DUMBO,7/2/2023 0:00,7/2/2023 0:00,customer service,15.75
"Thomas, Robert","Farrell, Christopher",robert.thomas@abcfoodmart.com,5/18/2022,ABC Foodmart - Staten Island,5/27/2022 0:00,5/27/2022 0:00,floral,19.81
"Glover, Michelle","Hoffman, Tina",michelle.glover@abcfoodmart.com,8/25/2022,ABC Foodmart - DUMBO,10/17/2022 0:00,10/17/2022 0:00,seafood,16.41
"Warren, Timothy","Flores, Angela",timothy.warren@abcfoodmart.com,12/27/2022,ABC Foodmart - Whitestone,1/29/2023 0:00,1/29/2023 0:00,dry goods,18.08
"Gonzalez, Michele","Flores, Angela",michele.gonzalez@abcfoodmart.com,9/23/2023,ABC Foodmart - Whitestone,10/10/2023 0:00,10/10/2023 0:00,dairy,18.39
"Sosa, David","Flores, Angela",david.sosa@abcfoodmart.com,7/27/2023,ABC Foodmart - Whitestone,9/8/2023 0:00,9/8/2023 0:00,dry goods,17.29
"Nichols, Brandon","Cooper, Robert",brandon.nichols@abcfoodmart.com,2/28/2024,ABC Foodmart - Bay Ridge,4/2/2024 0:00,4/2/2024 0:00,frozen foods,17.79
"Garcia, Sarah","Farrell, Christopher",sarah.garcia@abcfoodmart.com,12/14/2022,ABC Foodmart - Staten Island,2/19/2023 0:00,2/19/2023 0:00,dry goods,12.58
"Kramer, Veronica","Flores, Angela",veronica.kramer@abcfoodmart.com,3/28/2023,ABC Foodmart - Whitestone,4/29/2023 0:00,4/29/2023 0:00,dry goods,12.76
"Smith, Brandy","Flores, Angela",brandy.smith@abcfoodmart.com,12/26/2023,ABC Foodmart - Whitestone,1/18/2024 0:00,1/18/2024 0:00,meats,13.71
"Marquez, Jeffrey","Flores, Angela",jeffrey.marquez@abcfoodmart.com,2/19/2023,ABC Foodmart - Whitestone,4/14/2023 0:00,4/14/2023 0:00,frozen foods,13.3
"Jordan, Carla","Cooper, Robert",carla.jordan@abcfoodmart.com,12/17/2023,ABC Foodmart - Bay Ridge,1/5/2024 0:00,1/5/2024 0:00,bakery,15.5
"Foster, Kenneth","Farrell, Christopher",kenneth.foster@abcfoodmart.com,4/23/2023,ABC Foodmart - Staten Island,7/2/2023 0:00,7/2/2023 0:00,deli,15.76
"Mckinney, Marcus","Cooper, Robert",marcus.mckinney@abcfoodmart.com,8/14/2022,ABC Foodmart - Bay Ridge,10/15/2022 0:00,10/15/2022 0:00,pharmacy,16.98
"Sean, Mr.","Farrell, Christopher",mr..sean@abcfoodmart.com,3/25/2023,ABC Foodmart - Staten Island,5/8/2023 0:00,5/8/2023 0:00,dairy,13.15
"Spears, Erin","Cooper, Robert",erin.spears@abcfoodmart.com,7/30/2023,ABC Foodmart - Bay Ridge,8/31/2023 0:00,8/31/2023 0:00,dry goods,15.99
"Horton, Ashley","Farrell, Christopher",ashley.horton@abcfoodmart.com,1/24/2024,ABC Foodmart - Staten Island,2/23/2024 0:00,2/23/2024 0:00,floral,18.69
"Alvarez, Brenda","Cooper, Robert",brenda.alvarez@abcfoodmart.com,11/16/2023,ABC Foodmart - Bay Ridge,12/24/2023 0:00,12/24/2023 0:00,deli,12.01
"Brown, Lisa","Farrell, Christopher",lisa.brown@abcfoodmart.com,8/18/2022,ABC Foodmart - Staten Island,9/19/2022 0:00,9/19/2022 0:00,frozen foods,16.48
"Riley, Ashley","Hoffman, Tina",ashley.riley@abcfoodmart.com,8/17/2022,ABC Foodmart - DUMBO,11/25/2022 0:00,11/25/2022 0:00,pharmacy,16.24
"Nguyen, Richard","Cooper, Robert",richard.nguyen@abcfoodmart.com,9/27/2022,ABC Foodmart - Bay Ridge,11/3/2022 0:00,11/3/2022 0:00,pharmacy,13.76
"Wilson, Jill","Cooper, Robert",jill.wilson@abcfoodmart.com,12/6/2022,ABC Foodmart - Bay Ridge,2/3/2023 0:00,2/3/2023 0:00,fresh produce,12.21
"Johnson, Samantha","Farrell, Christopher",samantha.johnson@abcfoodmart.com,1/16/2023,ABC Foodmart - Staten Island,2/10/2023 0:00,2/10/2023 0:00,floral,14.19
"Nichols, Brandon","Hoffman, Tina",brandon.nichols@abcfoodmart.com,2/28/2024,ABC Foodmart - DUMBO,4/28/2024 0:00,4/28/2024 0:00,bakery,16.18
"Thompson, Matthew","Farrell, Christopher",matthew.thompson@abcfoodmart.com,4/22/2022,ABC Foodmart - Staten Island,5/5/2022 0:00,5/5/2022 0:00,floral,13.75
"Horton, Ashley","Hoffman, Tina",ashley.horton@abcfoodmart.com,1/24/2024,ABC Foodmart - DUMBO,3/13/2024 0:00,3/13/2024 0:00,customer service,16.67
"Riley, Ashley","Cooper, Robert",ashley.riley@abcfoodmart.com,8/17/2022,ABC Foodmart - Bay Ridge,12/11/2022 0:00,12/11/2022 0:00,fresh produce,16.18
"Alvarez, Brenda","Hoffman, Tina",brenda.alvarez@abcfoodmart.com,11/16/2023,ABC Foodmart - DUMBO,12/31/2023 0:00,12/31/2023 0:00,cashier,18.7
"Moyer, Steven","Flores, Angela",steven.moyer@abcfoodmart.com,12/26/2022,ABC Foodmart - Whitestone,12/27/2022 0:00,12/27/2022 0:00,frozen foods,14.44
"Johnson, Samantha","Cooper, Robert",samantha.johnson@abcfoodmart.com,1/16/2023,ABC Foodmart - Bay Ridge,3/8/2023 0:00,3/8/2023 0:00,fresh produce,12.11
"Eric, Mr.","Flores, Angela",mr..eric@abcfoodmart.com,9/2/2022,ABC Foodmart - Whitestone,10/21/2022 0:00,10/21/2022 0:00,seafood,17.77
"Carroll, Eric","Farrell, Christopher",eric.carroll@abcfoodmart.com,12/26/2022,ABC Foodmart - Staten Island,2/3/2023 0:00,2/3/2023 0:00,customer service,16.54
"Moore, Jason","Flores, Angela",jason.moore@abcfoodmart.com,7/11/2023,ABC Foodmart - Whitestone,7/14/2023 0:00,7/14/2023 0:00,bakery,18.74
"Woods, Marcus","Ellis, Grant",marcus.woods@abcfoodmart.com,4/1/2024,ABC Foodmart - Tribeca,5/3/2024 0:00,5/3/2024 0:00,cashier,12.49
"Perry, Andrea","Flores, Angela",andrea.perry@abcfoodmart.com,5/5/2023,ABC Foodmart - Whitestone,6/12/2023 0:00,6/12/2023 0:00,meats,12.52
"Nichols, Brandon","Cooper, Robert",brandon.nichols@abcfoodmart.com,2/28/2024,ABC Foodmart - Bay Ridge,5/26/2024 0:00,5/26/2024 0:00,meats,16.96
"Williams, Michael","Flores, Angela",michael.williams@abcfoodmart.com,6/11/2023,ABC Foodmart - Whitestone,6/13/2023 0:00,6/13/2023 0:00,dry goods,14.25
"Sean, Mr.","Farrell, Christopher",mr..sean@abcfoodmart.com,3/25/2023,ABC Foodmart - Staten Island,5/20/2023 0:00,5/20/2023 0:00,dairy,15.14
"Kramer, Veronica","Flores, Angela",veronica.kramer@abcfoodmart.com,3/28/2023,ABC Foodmart - Whitestone,5/6/2023 0:00,5/6/2023 0:00,fresh produce,18.2
"Brooks, Renee","Farrell, Christopher",renee.brooks@abcfoodmart.com,7/15/2023,ABC Foodmart - Staten Island,7/26/2023 0:00,7/26/2023 0:00,dairy,18.22
"Wood, Joshua","Ellis, Grant",joshua.wood@abcfoodmart.com,11/26/2022,ABC Foodmart - Tribeca,12/16/2022 0:00,12/16/2022 0:00,floral,12.14
"Perry, Andrea","Ellis, Grant",andrea.perry@abcfoodmart.com,5/5/2023,ABC Foodmart - Tribeca,6/28/2023 0:00,6/28/2023 0:00,bakery,17.91
"Roach, Christine","Cooper, Robert",christine.roach@abcfoodmart.com,10/15/2023,ABC Foodmart - Bay Ridge,12/10/2023 0:00,12/10/2023 0:00,pharmacy,17.89
"Mckinney, Marcus","Cooper, Robert",marcus.mckinney@abcfoodmart.com,8/14/2022,ABC Foodmart - Bay Ridge,11/9/2022 0:00,11/9/2022 0:00,bakery,16.11
"Williams, Michael","Farrell, Christopher",michael.williams@abcfoodmart.com,6/11/2023,ABC Foodmart - Staten Island,7/11/2023 0:00,7/11/2023 0:00,pharmacy,14.44
"Tate, Harry","Ellis, Grant",harry.tate@abcfoodmart.com,9/18/2022,ABC Foodmart - Tribeca,10/14/2022 0:00,10/14/2022 0:00,dry goods,14.2
"Chambers, Jeffrey","Farrell, Christopher",jeffrey.chambers@abcfoodmart.com,9/29/2022,ABC Foodmart - Staten Island,10/28/2022 0:00,10/28/2022 0:00,dairy,18.23
"Brooks, Renee","Flores, Angela",renee.brooks@abcfoodmart.com,7/15/2023,ABC Foodmart - Whitestone,8/20/2023 0:00,8/20/2023 0:00,frozen foods,15.66
"Waters, Julie","Cooper, Robert",julie.waters@abcfoodmart.com,5/20/2023,ABC Foodmart - Bay Ridge,6/13/2023 0:00,6/13/2023 0:00,bakery,15.04
"Church, Joshua","Hoffman, Tina",joshua.church@abcfoodmart.com,3/3/2024,ABC Foodmart - DUMBO,4/28/2024 0:00,4/28/2024 0:00,deli,18.24
"Marquez, Jeffrey","Farrell, Christopher",jeffrey.marquez@abcfoodmart.com,2/19/2023,ABC Foodmart - Staten Island,5/6/2023 0:00,5/6/2023 0:00,bakery,13.78
"Myers, Gary","Farrell, Christopher",gary.myers@abcfoodmart.com,10/13/2023,ABC Foodmart - Staten Island,10/30/2023 0:00,10/30/2023 0:00,pharmacy,18.56
"Walters, Jay","Ellis, Grant",jay.walters@abcfoodmart.com,12/17/2023,ABC Foodmart - Tribeca,5/28/2024 0:00,5/28/2024 0:00,deli,12.11
"Williams, Michael","Flores, Angela",michael.williams@abcfoodmart.com,6/11/2023,ABC Foodmart - Whitestone,7/18/2023 0:00,7/18/2023 0:00,dry goods,16.78
"Conrad, Frederick","Farrell, Christopher",frederick.conrad@abcfoodmart.com,11/24/2023,ABC Foodmart - Staten Island,1/5/2024 0:00,1/5/2024 0:00,deli,18.66
"Vasquez, Peter","Flores, Angela",peter.vasquez@abcfoodmart.com,1/5/2023,ABC Foodmart - Whitestone,2/1/2023 0:00,2/1/2023 0:00,frozen foods,14.17
"Campbell, Bethany","Hoffman, Tina",bethany.campbell@abcfoodmart.com,10/7/2023,ABC Foodmart - DUMBO,10/20/2023 0:00,10/20/2023 0:00,cashier,12.58
"Gross, Andrew","Cooper, Robert",andrew.gross@abcfoodmart.com,4/30/2022,ABC Foodmart - Bay Ridge,5/7/2022 0:00,5/7/2022 0:00,cashier,18.4
"Frederick, Evan","Farrell, Christopher",evan.frederick@abcfoodmart.com,2/24/2023,ABC Foodmart - Staten Island,3/24/2023 0:00,3/24/2023 0:00,dairy,12.2
"Terri, Mrs.","Cooper, Robert",mrs..terri@abcfoodmart.com,9/23/2022,ABC Foodmart - Bay Ridge,12/8/2022 0:00,12/8/2022 0:00,bakery,12.72
"Mckenzie, William","Cooper, Robert",william.mckenzie@abcfoodmart.com,1/4/2023,ABC Foodmart - Bay Ridge,2/9/2023 0:00,2/9/2023 0:00,cashier,19.9
"Horton, Mark","Cooper, Robert",mark.horton@abcfoodmart.com,2/14/2023,ABC Foodmart - Bay Ridge,2/16/2023 0:00,2/16/2023 0:00,meats,14.12
"Durham, Denise","Ellis, Grant",denise.durham@abcfoodmart.com,10/24/2022,ABC Foodmart - Tribeca,12/11/2022 0:00,12/11/2022 0:00,cashier,17.95
"Bryan, Mr.","Ellis, Grant",mr..bryan@abcfoodmart.com,8/26/2023,ABC Foodmart - Tribeca,10/19/2023 0:00,10/19/2023 0:00,seafood,15.38
"Kerr, Jason","Farrell, Christopher",jason.kerr@abcfoodmart.com,11/21/2022,ABC Foodmart - Staten Island,12/11/2022 0:00,12/11/2022 0:00,floral,16.08
"Owens, Jeffrey","Ellis, Grant",jeffrey.owens@abcfoodmart.com,5/3/2022,ABC Foodmart - Tribeca,5/11/2022 0:00,5/11/2022 0:00,pharmacy,18.6
"Roach, Christine","Farrell, Christopher",christine.roach@abcfoodmart.com,10/15/2023,ABC Foodmart - Staten Island,1/4/2024 0:00,1/4/2024 0:00,dairy,18.96
"Campbell, Bethany","Cooper, Robert",bethany.campbell@abcfoodmart.com,10/7/2023,ABC Foodmart - Bay Ridge,11/4/2023 0:00,11/4/2023 0:00,bakery,16.05
"Jacobs, Brenda","Hoffman, Tina",brenda.jacobs@abcfoodmart.com,2/9/2024,ABC Foodmart - DUMBO,4/1/2024 0:00,4/1/2024 0:00,dairy,18.98
"Galvan, Lori","Farrell, Christopher",lori.galvan@abcfoodmart.com,5/24/2022,ABC Foodmart - Staten Island,7/5/2022 0:00,7/5/2022 0:00,floral,13.11
"Church, Joshua","Flores, Angela",joshua.church@abcfoodmart.com,3/3/2024,ABC Foodmart - Whitestone,5/16/2024 0:00,5/16/2024 0:00,meats,19.94
"Marquez, Jeffrey","Cooper, Robert",jeffrey.marquez@abcfoodmart.com,2/19/2023,ABC Foodmart - Bay Ridge,5/18/2023 0:00,5/18/2023 0:00,pharmacy,13.43
"Harrell, Angie","Farrell, Christopher",angie.harrell@abcfoodmart.com,6/1/2023,ABC Foodmart - Staten Island,7/19/2023 0:00,7/19/2023 0:00,deli,12.05
"Smith, Brandy","Cooper, Robert",brandy.smith@abcfoodmart.com,12/26/2023,ABC Foodmart - Bay Ridge,1/25/2024 0:00,1/25/2024 0:00,cashier,19.27
"Mckinney, Marcus","Cooper, Robert",marcus.mckinney@abcfoodmart.com,8/14/2022,ABC Foodmart - Bay Ridge,11/29/2022 0:00,11/29/2022 0:00,dry goods,15.17
"Sosa, David","Farrell, Christopher",david.sosa@abcfoodmart.com,7/27/2023,ABC Foodmart - Staten Island,10/1/2023 0:00,10/1/2023 0:00,dairy,19.15
"Frederick, Evan","Flores, Angela",evan.frederick@abcfoodmart.com,2/24/2023,ABC Foodmart - Whitestone,3/27/2023 0:00,3/27/2023 0:00,frozen foods,13.77
"Campbell, Bethany","Hoffman, Tina",bethany.campbell@abcfoodmart.com,10/7/2023,ABC Foodmart - DUMBO,11/13/2023 0:00,11/13/2023 0:00,pharmacy,14.46
"Spears, Erin","Farrell, Christopher",erin.spears@abcfoodmart.com,7/30/2023,ABC Foodmart - Staten Island,9/18/2023 0:00,9/18/2023 0:00,bakery,15.99
"Harrell, Angie","Ellis, Grant",angie.harrell@abcfoodmart.com,6/1/2023,ABC Foodmart - Tribeca,8/17/2023 0:00,8/17/2023 0:00,fresh produce,19.47
"Manning, Maria","Cooper, Robert",maria.manning@abcfoodmart.com,11/16/2022,ABC Foodmart - Bay Ridge,12/29/2022 0:00,12/29/2022 0:00,bakery,15.46
"Burns, Kendra","Farrell, Christopher",kendra.burns@abcfoodmart.com,12/13/2022,ABC Foodmart - Staten Island,2/8/2023 0:00,2/8/2023 0:00,cashier,12.27
"Smith, Brandy","Cooper, Robert",brandy.smith@abcfoodmart.com,12/26/2023,ABC Foodmart - Bay Ridge,2/4/2024 0:00,2/4/2024 0:00,meats,19.61
"Durham, Denise","Ellis, Grant",denise.durham@abcfoodmart.com,10/24/2022,ABC Foodmart - Tribeca,1/1/2023 0:00,1/1/2023 0:00,customer service,24.37
"Brown, Lisa","Hoffman, Tina",lisa.brown@abcfoodmart.com,8/18/2022,ABC Foodmart - DUMBO,9/29/2022 0:00,9/29/2022 0:00,dairy,14.93
"Jones, Michael","Hoffman, Tina",michael.jones@abcfoodmart.com,1/19/2023,ABC Foodmart - DUMBO,2/1/2023 0:00,2/1/2023 0:00,floral,18.04
"Thompson, Matthew","Ellis, Grant",matthew.thompson@abcfoodmart.com,4/22/2022,ABC Foodmart - Tribeca,5/23/2022 0:00,5/23/2022 0:00,meats,16.49
"Sean, Mr.","Hoffman, Tina",mr..sean@abcfoodmart.com,3/25/2023,ABC Foodmart - DUMBO,6/5/2023 0:00,6/5/2023 0:00,frozen foods,13.67
"Chen, Kathleen","Flores, Angela",kathleen.chen@abcfoodmart.com,2/3/2024,ABC Foodmart - Whitestone,3/15/2024 0:00,3/15/2024 0:00,bakery,14.6
"Sosa, David","Cooper, Robert",david.sosa@abcfoodmart.com,7/27/2023,ABC Foodmart - Bay Ridge,10/5/2023 0:00,10/5/2023 0:00,bakery,18.99
"Long, Kirsten","Ellis, Grant",kirsten.long@abcfoodmart.com,2/24/2024,ABC Foodmart - Tribeca,3/18/2024 0:00,3/18/2024 0:00,bakery,16.85
"Kramer, Veronica","Cooper, Robert",veronica.kramer@abcfoodmart.com,3/28/2023,ABC Foodmart - Bay Ridge,5/14/2023 0:00,5/14/2023 0:00,bakery,15.35
"Roach, Christine","Hoffman, Tina",christine.roach@abcfoodmart.com,10/15/2023,ABC Foodmart - DUMBO,1/11/2024 0:00,1/11/2024 0:00,seafood,15.95
"Moore, Jason","Farrell, Christopher",jason.moore@abcfoodmart.com,7/11/2023,ABC Foodmart - Staten Island,7/22/2023 0:00,7/22/2023 0:00,seafood,12.61
"Alvarez, Brenda","Hoffman, Tina",brenda.alvarez@abcfoodmart.com,11/16/2023,ABC Foodmart - DUMBO,1/1/2024 0:00,1/1/2024 0:00,fresh produce,22.64
"Atkinson, Gary","Ellis, Grant",gary.atkinson@abcfoodmart.com,5/24/2022,ABC Foodmart - Tribeca,7/10/2022 0:00,7/10/2022 0:00,seafood,15.16
"Martin, Monica","Ellis, Grant",monica.martin@abcfoodmart.com,11/23/2023,ABC Foodmart - Tribeca,2/20/2024 0:00,2/20/2024 0:00,floral,12.37
"Herrera, Spencer","Cooper, Robert",spencer.herrera@abcfoodmart.com,1/16/2023,ABC Foodmart - Bay Ridge,2/5/2023 0:00,2/5/2023 0:00,deli,18.26
"Nguyen, Richard","Flores, Angela",richard.nguyen@abcfoodmart.com,9/27/2022,ABC Foodmart - Whitestone,11/13/2022 0:00,11/13/2022 0:00,seafood,15.73
"Wilson, Jill","Flores, Angela",jill.wilson@abcfoodmart.com,12/6/2022,ABC Foodmart - Whitestone,2/4/2023 0:00,2/4/2023 0:00,deli,16.19
"Payne, Samantha","Cooper, Robert",samantha.payne@abcfoodmart.com,4/6/2024,ABC Foodmart - Bay Ridge,5/4/2024 0:00,5/4/2024 0:00,dry goods,15.05
"Frederick, Evan","Flores, Angela",evan.frederick@abcfoodmart.com,2/24/2023,ABC Foodmart - Whitestone,4/3/2023 0:00,4/3/2023 0:00,floral,19.97
"Jordan, Carla","Farrell, Christopher",carla.jordan@abcfoodmart.com,12/17/2023,ABC Foodmart - Staten Island,1/7/2024 0:00,1/7/2024 0:00,floral,12.79
"Mckenzie, William","Farrell, Christopher",william.mckenzie@abcfoodmart.com,1/4/2023,ABC Foodmart - Staten Island,2/24/2023 0:00,2/24/2023 0:00,bakery,16.26
"Eric, Mr.","Hoffman, Tina",mr..eric@abcfoodmart.com,9/2/2022,ABC Foodmart - DUMBO,11/3/2022 0:00,11/3/2022 0:00,bakery,16.07
"Eric, Mr.","Cooper, Robert",mr..eric@abcfoodmart.com,9/2/2022,ABC Foodmart - Bay Ridge,11/21/2022 0:00,11/21/2022 0:00,seafood,19.69
"Mckenzie, William","Flores, Angela",william.mckenzie@abcfoodmart.com,1/4/2023,ABC Foodmart - Whitestone,3/25/2023 0:00,3/25/2023 0:00,fresh produce,16.76
"Horton, Ashley","Flores, Angela",ashley.horton@abcfoodmart.com,1/24/2024,ABC Foodmart - Whitestone,3/24/2024 0:00,3/24/2024 0:00,seafood,14.01
"Chambers, Jeffrey","Farrell, Christopher",jeffrey.chambers@abcfoodmart.com,9/29/2022,ABC Foodmart - Staten Island,11/24/2022 0:00,11/24/2022 0:00,frozen foods,12.67
"Horton, Mark","Farrell, Christopher",mark.horton@abcfoodmart.com,2/14/2023,ABC Foodmart - Staten Island,3/6/2023 0:00,3/6/2023 0:00,bakery,15.99
"Sean, Mr.","Farrell, Christopher",mr..sean@abcfoodmart.com,3/25/2023,ABC Foodmart - Staten Island,6/9/2023 0:00,6/9/2023 0:00,dry goods,17.61
"Bennett, Alec","Flores, Angela",alec.bennett@abcfoodmart.com,10/3/2023,ABC Foodmart - Whitestone,11/3/2023 0:00,11/3/2023 0:00,fresh produce,18.34
"Vasquez, Peter","Hoffman, Tina",peter.vasquez@abcfoodmart.com,1/5/2023,ABC Foodmart - DUMBO,2/10/2023 0:00,2/10/2023 0:00,seafood,18.28
"Randolph, Emily","Ellis, Grant",emily.randolph@abcfoodmart.com,3/9/2023,ABC Foodmart - Tribeca,4/22/2023 0:00,4/22/2023 0:00,seafood,15.58
"Mckenzie, William","Hoffman, Tina",william.mckenzie@abcfoodmart.com,1/4/2023,ABC Foodmart - DUMBO,3/27/2023 0:00,3/27/2023 0:00,deli,17.54
"Spears, Erin","Flores, Angela",erin.spears@abcfoodmart.com,7/30/2023,ABC Foodmart - Whitestone,10/16/2023 0:00,10/16/2023 0:00,meats,16.22
"Walls, Kristen","Ellis, Grant",kristen.walls@abcfoodmart.com,2/10/2023,ABC Foodmart - Tribeca,4/17/2023 0:00,4/17/2023 0:00,seafood,18.62
"Atkinson, Gary","Cooper, Robert",gary.atkinson@abcfoodmart.com,5/24/2022,ABC Foodmart - Bay Ridge,7/16/2022 0:00,7/16/2022 0:00,fresh produce,16.52
"Foster, Kenneth","Hoffman, Tina",kenneth.foster@abcfoodmart.com,4/23/2023,ABC Foodmart - DUMBO,7/27/2023 0:00,7/27/2023 0:00,deli,13.57
"Moon, James","Farrell, Christopher",james.moon@abcfoodmart.com,10/20/2023,ABC Foodmart - Staten Island,11/9/2023 0:00,11/9/2023 0:00,deli,14.51
"Love, Thomas","Farrell, Christopher",thomas.love@abcfoodmart.com,2/18/2024,ABC Foodmart - Staten Island,4/26/2024 0:00,4/26/2024 0:00,pharmacy,12.29
"Davis, Jennifer","Hoffman, Tina",jennifer.davis@abcfoodmart.com,11/3/2023,ABC Foodmart - DUMBO,2/8/2024 0:00,2/8/2024 0:00,dairy,18.83
"Kerr, Jason","Flores, Angela",jason.kerr@abcfoodmart.com,11/21/2022,ABC Foodmart - Whitestone,1/3/2023 0:00,1/3/2023 0:00,bakery,17.48
"Frederick, Evan","Ellis, Grant",evan.frederick@abcfoodmart.com,2/24/2023,ABC Foodmart - Tribeca,4/26/2023 0:00,4/26/2023 0:00,deli,16.65
"Waters, Julie","Farrell, Christopher",julie.waters@abcfoodmart.com,5/20/2023,ABC Foodmart - Staten Island,7/3/2023 0:00,7/3/2023 0:00,cashier,14.85
"Jones, Christopher","Cooper, Robert",christopher.jones@abcfoodmart.com,5/19/2022,ABC Foodmart - Bay Ridge,7/20/2022 0:00,7/20/2022 0:00,fresh produce,13.71
"Wilson, Jill","Flores, Angela",jill.wilson@abcfoodmart.com,12/6/2022,ABC Foodmart - Whitestone,2/8/2023 0:00,2/8/2023 0:00,seafood,19.48
"Tate, Harry","Flores, Angela",harry.tate@abcfoodmart.com,9/18/2022,ABC Foodmart - Whitestone,10/22/2022 0:00,10/22/2022 0:00,floral,15.66
"Pena, Johnathan","Hoffman, Tina",johnathan.pena@abcfoodmart.com,2/22/2023,ABC Foodmart - DUMBO,3/16/2023 0:00,3/16/2023 0:00,deli,18.88
"Foster, Jennifer","Ellis, Grant",jennifer.foster@abcfoodmart.com,6/15/2023,ABC Foodmart - Tribeca,8/7/2023 0:00,8/7/2023 0:00,meats,17.6
"Henderson, Nancy","Farrell, Christopher",nancy.henderson@abcfoodmart.com,12/30/2023,ABC Foodmart - Staten Island,1/31/2024 0:00,1/31/2024 0:00,bakery,13.58
"Jones, Christopher","Farrell, Christopher",christopher.jones@abcfoodmart.com,5/19/2022,ABC Foodmart - Staten Island,8/5/2022 0:00,8/5/2022 0:00,fresh produce,17.83
"Vasquez, Peter","Hoffman, Tina",peter.vasquez@abcfoodmart.com,1/5/2023,ABC Foodmart - DUMBO,2/27/2023 0:00,2/27/2023 0:00,customer service,19.35
"Jessica, Ms.","Ellis, Grant",ms..jessica@abcfoodmart.com,6/10/2022,ABC Foodmart - Tribeca,7/21/2022 0:00,7/21/2022 0:00,dairy,13.91
"Warren, Timothy","Cooper, Robert",timothy.warren@abcfoodmart.com,12/27/2022,ABC Foodmart - Bay Ridge,2/5/2023 0:00,2/5/2023 0:00,customer service,16.26
"Moon, James","Hoffman, Tina",james.moon@abcfoodmart.com,10/20/2023,ABC Foodmart - DUMBO,11/15/2023 0:00,11/15/2023 0:00,meats,12.77
"Campbell, Brittany","Flores, Angela",brittany.campbell@abcfoodmart.com,3/25/2023,ABC Foodmart - Whitestone,6/23/2023 0:00,6/23/2023 0:00,fresh produce,14.48
"Martin, Monica","Hoffman, Tina",monica.martin@abcfoodmart.com,11/23/2023,ABC Foodmart - DUMBO,2/28/2024 0:00,2/28/2024 0:00,seafood,17.45
"Love, Thomas","Cooper, Robert",thomas.love@abcfoodmart.com,2/18/2024,ABC Foodmart - Bay Ridge,4/29/2024 0:00,4/29/2024 0:00,dairy,12.58
"Walters, Jay","Ellis, Grant",jay.walters@abcfoodmart.com,12/17/2023,ABC Foodmart - Tribeca,6/4/2024 0:00,6/4/2024 0:00,dry goods,18.27
"Hughes, Christopher","Ellis, Grant",christopher.hughes@abcfoodmart.com,9/1/2022,ABC Foodmart - Tribeca,9/28/2022 0:00,9/28/2022 0:00,meats,15.18
"Bryan, Mr.","Hoffman, Tina",mr..bryan@abcfoodmart.com,8/26/2023,ABC Foodmart - DUMBO,11/12/2023 0:00,11/12/2023 0:00,bakery,14.6
"Randolph, Emily","Hoffman, Tina",emily.randolph@abcfoodmart.com,3/9/2023,ABC Foodmart - DUMBO,5/15/2023 0:00,5/15/2023 0:00,fresh produce,14.24
"Brown, Lisa","Cooper, Robert",lisa.brown@abcfoodmart.com,8/18/2022,ABC Foodmart - Bay Ridge,10/8/2022 0:00,10/8/2022 0:00,dairy,19
"Tate, Harry","Hoffman, Tina",harry.tate@abcfoodmart.com,9/18/2022,ABC Foodmart - DUMBO,11/19/2022 0:00,11/19/2022 0:00,customer service,18.4
"Hughes, Christopher","Flores, Angela",christopher.hughes@abcfoodmart.com,9/1/2022,ABC Foodmart - Whitestone,10/10/2022 0:00,10/10/2022 0:00,floral,15.57
"Terri, Mrs.","Ellis, Grant",mrs..terri@abcfoodmart.com,9/23/2022,ABC Foodmart - Tribeca,12/14/2022 0:00,12/14/2022 0:00,pharmacy,16.79
"Wood, Joshua","Hoffman, Tina",joshua.wood@abcfoodmart.com,11/26/2022,ABC Foodmart - DUMBO,1/9/2023 0:00,1/9/2023 0:00,meats,16.08
"Campbell, Brittany","Ellis, Grant",brittany.campbell@abcfoodmart.com,3/25/2023,ABC Foodmart - Tribeca,6/27/2023 0:00,6/27/2023 0:00,cashier,16.68
"Chambers, Jeffrey","Cooper, Robert",jeffrey.chambers@abcfoodmart.com,9/29/2022,ABC Foodmart - Bay Ridge,12/3/2022 0:00,12/3/2022 0:00,dairy,16.89
"Thompson, Andrea","Ellis, Grant",andrea.thompson@abcfoodmart.com,1/6/2023,ABC Foodmart - Tribeca,1/26/2023 0:00,1/26/2023 0:00,floral,18.64
"Rogers, Mark","Hoffman, Tina",mark.rogers@abcfoodmart.com,5/8/2023,ABC Foodmart - DUMBO,6/18/2023 0:00,6/18/2023 0:00,bakery,14.32
"Jacobs, Brenda","Flores, Angela",brenda.jacobs@abcfoodmart.com,2/9/2024,ABC Foodmart - Whitestone,4/15/2024 0:00,4/15/2024 0:00,floral,17.61
"Wilson, Jill","Ellis, Grant",jill.wilson@abcfoodmart.com,12/6/2022,ABC Foodmart - Tribeca,2/27/2023 0:00,2/27/2023 0:00,deli,15.02
